Person,Rank,First Name,Last Name,Pre-Nominal,Given Name,Surname,Bloodname,Post-Nominal,Callsign,Age,Status,Gender,Skill Level,Profession,Unit Assignment,Force,Deployed,Mek,Vehicle,Naval,VTOL,Aero,Aircraft,Vessel,Battle Armour,Small Arms,Anti-Mek,Artillery,Tactics,Strategy,Leadership,Tech/Mek,Tech/Aero,Mechanic,Tech/BA,Tech/Vessel,Medical,Admin,Negotiation,Scrounge,Injuries,Kills,Salary,XP,Origin Faction,Origin Planet,Birthday,Recruitment Date,Last Rank Change,Due Date,Retirement Date,Death Date,Commander,Founder,Clan Personnel,Interested in Marriage,Divorceable,Interested in Children,Excluded from Random Death,Toughness,Connections,Wealth,Reputation,Unlucky,Fatigue,Edge,SPA Count,Implant Count,Loyalty,Education,Aggression,Ambition,Greed,Social,Reasoning,Strength,Body,Reflexes,Dexterity,Intelligence,Willpower,Charisma
"",Corporal,Vic,Yahya,,Vic,Yahya,,,Moon Rabbit,3002-05-24,Active,Male,Regular,Soldier,Foot Platoon (Laser Marine),Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,"1,123 C-Bill",26,Mercenary,New Caledonia,3002-05-24,3028-12-07,3031-02-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),Tactful (+),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Maxime,Gacoki,,Maxime,Gacoki,,,Pointer,3008-08-23,Active,Male,Regular,Soldier,Foot Platoon (Laser Marine),Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",23,Mercenary,Alleghe,3008-08-23,3028-12-07,3031-02-26,,,,No,No,No,N/A,Yes,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),Self-Serving (-),None (-),11,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Berta,Schumann,,Berta,Schumann,,,Peryton,2998-01-26,Active,Female,Regular,Soldier,Foot Platoon (Laser Marine),Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",19,Mercenary,Verthandi (Norn),2998-01-26,3028-12-07,3031-02-26,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),Aspiring (+),None (-),Untrustworthy (-),13,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Marc,Loh,,Marc,Loh,,,Demon,3005-04-20,Active,Male,Regular,Soldier,Foot Platoon (Laser Marine),Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",22,Mercenary,Harvest,3005-04-20,3028-12-07,3031-02-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Leanne,Badr,,Leanne,Badr,,,Barrier,3008-06-14,Active,Female,Green,Soldier,Foot Platoon (Laser Marine),Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,478 C-Bill,28,Mercenary,The Edge,3008-06-14,3028-12-07,3028-12-07,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),Controlling (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Annapurna,Surati-Kula,,Annapurna,Surati-Kula,,,Orion,3001-08-13,Active,Female,Regular,Soldier / Mechanic,Foot Platoon (Laser Marine),Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,5,-,-,-,-,-,-,7,-,-,-,-,-,-,0,0,"1,966 C-Bill",35,Draconis Combine,St. John,3001-08-13,3028-12-07,3031-02-26,,,,No,No,No,N/A,Yes,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Gaëtan,Bertrand,,Gaëtan,Bertrand,,,Lucky,3003-12-24,Active,Male,Regular,Soldier,Foot Platoon (Laser Marine),Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",16,Mercenary,Chateau,3003-12-24,3028-12-07,3031-02-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),Insatiable (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Fenella,Nilsson,,Fenella,Nilsson,,,Caesar,2994-03-17,Active,Female,Veteran,Soldier,Foot Platoon (Laser Marine),Delta Security Company (Infantry),-,5/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,4,7,-,-,-,-,-,-,-,-,-,-,-,0,0,"2,811 C-Bill",24,Draconis Combine,St. John,2994-03-17,3028-12-07,3028-12-07,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,-1,1,1,0,9,Early Childhood,Bold (+),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Kendra,Aliu,,Kendra,Aliu,,,Worrywart,3001-08-17,Active,Female,Regular,Soldier,Foot Platoon (Laser Marine),Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,7,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",24,Mercenary,Lovinac,3001-08-17,3028-12-07,3031-02-26,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,Hot-Headed (-),None (-),None (-),Supportive (+),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Lars,Sakariassen,,Lars,Sakariassen,,,Frontline,3001-04-12,Active,Male,Regular,Soldier,Foot Platoon (Laser Marine),Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,7,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",34,Mercenary,Csesztreg,3001-04-12,3028-12-07,3031-02-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),15,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Acacia,Yamaguchi,,Acacia,Yamaguchi,,,Alchemist,3006-07-26,Active,Female,Regular,Soldier,Foot Platoon (Laser Marine),Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",34,Mercenary,St. John,3006-07-26,3028-12-07,3031-02-26,,,,No,No,No,N/A,Yes,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),Judicious (+),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Sheridon,Jordan,,Sheridon,Jordan,,,Jotun,3005-07-09,Active,Male,Regular,Soldier,Foot Platoon (Laser Marine),Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",28,Mercenary,New Caledonia,3005-07-09,3028-12-07,3031-02-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),9,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Elzbieta,Monks,,Elzbieta,Monks,,,Showbiz,3000-06-04,Active,Female,Regular,Soldier,Foot Platoon (Laser Marine),Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",11,Mercenary,St. John,3000-06-04,3028-12-07,3031-02-26,,,,No,No,No,N/A,Yes,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Bob,Lucero,,Bob,Lucero,,,Confessor,3003-03-18,Active,Male,Regular,Soldier,Foot Platoon (Laser Marine),Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,757 C-Bill",32,Mercenary,Chateau,3003-03-18,3028-12-07,3028-12-07,,,,No,No,No,N/A,Yes,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),9,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Sarah,Grof,,Sarah,Grof,,,Lethal,3003-11-14,Active,Female,Regular,Soldier,Foot Platoon (Laser Marine) #2,Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",14,Mercenary,Csesztreg,3003-11-14,3028-12-07,3031-02-26,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),Energetic (+),None (-),Irritable (-),9,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Naida,Kouklakis,,Naida,Kouklakis,,,Letter,3005-10-11,Active,Female,Regular,Soldier,Foot Platoon (Laser Marine) #2,Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",26,Draconis Combine,Kirchbach,3005-10-11,3028-12-07,3031-02-26,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Gliona,Smith,,Gliona,Smith,,,Lark,3004-07-06,Active,Female,Regular,Soldier,Foot Platoon (Laser Marine) #2,Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/6,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",16,Mercenary,Chateau,3004-07-06,3028-12-07,3031-02-26,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Tim,Siraj,,Tim,Siraj,,,Jaws,2999-05-03,Active,Male,Regular,Soldier,Foot Platoon (Laser Marine) #2,Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,685 C-Bill",23,Mercenary,Chateau,2999-05-03,3028-12-07,3031-02-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,Hostile (-),None (-),None (-),None (-),10,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Nea,Granlund,,Nea,Granlund,,,Caracel,2995-08-31,Active,Female,Veteran,Soldier,Foot Platoon (Laser Marine) #2,Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,6,-,-,-,-,-,-,-,-,-,-,-,0,0,"2,811 C-Bill",39,Draconis Combine,Kirchbach,2995-08-31,3028-12-07,3028-12-07,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,-1,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Varadat,Johnson,,Varadat,Johnson,,,Kitty,2997-03-02,Active,Male,Regular,Soldier,Foot Platoon (Laser Marine) #2,Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,7,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",22,Mercenary,Verthandi (Norn),2997-03-02,3028-12-07,3031-02-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,Impulsive (-),None (-),None (-),Petty (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Akalpa,Edulbehram,,Akalpa,Edulbehram,,,Pagan,3005-05-08,Active,Male,Regular,Soldier,Foot Platoon (Laser Marine) #2,Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",10,Mercenary,New Caledonia,3005-05-08,3028-12-07,3031-02-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),9,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Lieutenant JG,Aviya,Ichikawa,,Aviya,Ichikawa,,,Medipack,3001-04-04,Active,Female,Veteran,Soldier,Foot Platoon (Laser Marine) #2,Delta Security Company (Infantry),-,-/7,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,7,-,-,-,-,-,-,-,-,-,-,-,0,0,"2,043 C-Bill",29,Draconis Combine,Bruben,3001-04-04,3028-12-07,3028-12-07,,,,No,No,No,N/A,Yes,Yes,No,0,0,0,0,0,-1,1,0,0,9,Early Childhood,None (-),None (-),Generous (+),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Punawai,Eerin,,Punawai,Eerin,,,Mask,2998-03-24,Active,Male,Green,Soldier,Foot Platoon (Laser Marine) #2,Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,6,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,717 C-Bill,20,Mercenary,New Caledonia,2998-03-24,3028-12-07,3028-12-07,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),Considerate (+),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Kaoko,Rallis,,Kaoko,Rallis,,,Senate,2995-05-18,Killed in Action,Female,Regular,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0,622 C-Bill,22,Draconis Combine,Csesztreg,2995-05-18,3028-12-07,3028-12-07,,,3031-02-14,No,No,No,Yes,N/A,Yes,N/A,0,0,0,0,0,6,1,0,0,9,Early Childhood,Confident (+),Goal-Oriented (+),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Abebaw,Moyenda,,Abebaw,Moyenda,,,Mist,3005-08-11,Active,Male,Regular,Soldier,Foot Platoon (Laser Marine) #2,Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",11,Mercenary,Csesztreg,3005-08-11,3028-12-07,3031-02-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),Fraudulent (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Bhimanatha,Li,,Bhimanatha,Li,,,Fish,3002-10-19,Active,Male,Regular,Soldier,Foot Platoon (Laser Marine) #2,Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",29,Mercenary,Kirchbach,3002-10-19,3028-12-07,3031-02-26,,,,No,No,No,N/A,Yes,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),Ambitious (+),None (-),Petty (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Dou-guan,Rin,,Dou-guan,Rin,,,Nemo,3001-05-03,Active,Male,Regular,Soldier,Foot Platoon (Laser Marine) #2,Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,4,7,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",15,Draconis Combine,New Caledonia,3001-05-03,3028-12-07,3031-02-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),Avaricious (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Deborah,Garnier,,Deborah,Garnier,,,Motion,3000-10-03,Active,Female,Regular,Soldier,Foot Platoon (Laser Marine) #2,Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,6,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,685 C-Bill",15,Mercenary,Liezen,3000-10-03,3028-12-07,3031-02-26,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Dianne,Ukiru,,Dianne,Ukiru,,,Brook,3006-05-16,Active,Female,Regular,Soldier,Foot Platoon (Laser Marine) #2,Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",15,Mercenary,The Edge,3006-05-16,3028-12-07,3031-02-26,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),Diligent (+),Insatiable (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Mitsuhide,Yamaguchi,,Mitsuhide,Yamaguchi,,,Tartan,3004-02-14,Active,Male,Regular,Soldier,Foot Platoon (Laser Marine) #2,Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,5,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",20,Draconis Combine,New Caledonia,3004-02-14,3028-12-07,3031-02-26,,,,No,No,No,N/A,Yes,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),Motivated (+),None (-),Untrustworthy (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Sen-hik,Ageda,,Sen-hik,Ageda,,,Havok,3003-06-21,Active,Female,Regular,Soldier,Foot Platoon (Laser Marine) #2,Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"2,635 C-Bill",19,Draconis Combine,Alleghe,3003-06-21,3028-12-07,3028-12-07,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),Opportunistic (+),None (-),None (-),13,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Samuel,Semick,,Samuel,Semick,,,Coppertop,3004-01-09,Active,Male,Green,Soldier,Foot Platoon (Laser Marine) #2,Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/7,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,478 C-Bill,20,Draconis Combine,The Edge,3004-01-09,3028-12-07,3028-12-07,,,,No,No,No,N/A,Yes,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),Eager (+),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Colin,Palach,,Colin,Palach,,,Gig,3003-11-28,Active,Male,Regular,Soldier / Mechanic,Foot Platoon (Laser Marine) #2,Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,7,-,-,-,-,-,-,0,0,"1,404 C-Bill",21,Draconis Combine,St. John,3003-11-28,3028-12-07,3031-02-26,,,,No,No,No,N/A,Yes,N/A,No,0,0,0,0,0,0,1,0,0,10,Early Childhood,None (-),Calculating (+),None (-),None (-),13,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Suomi,bin Muntasir,,Suomi,bin Muntasir,,,Olympia,3001-05-07,Active,Female,Regular,Soldier,Foot Platoon (Laser Marine) #2,Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,7,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",31,Draconis Combine,Verthandi (Norn),3001-05-07,3028-12-07,3031-02-26,,,,No,No,No,N/A,Yes,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),7,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Phil,Deardorff,,Phil,Deardorff,,,Backspin,3001-08-30,Active,Male,Regular,Soldier,Foot Platoon (Laser Marine) #2,Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",39,Mercenary,The Edge,3001-08-30,3028-12-07,3031-02-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,Domineering (-),None (-),None (-),None (-),14,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Rebecca,Rangel,,Rebecca,Rangel,,,Creator,3000-08-02,Active,Female,Regular,Soldier,Foot Platoon (Laser Marine) #2,Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",16,Draconis Combine,Liezen,3000-08-02,3028-12-07,3031-02-26,,,,No,No,No,N/A,Yes,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Lisa,Pak,,Lisa,Pak,,,Lionheart,2999-04-15,Active,Female,Regular,Soldier,Foot Platoon (Laser Marine) #2,Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,757 C-Bill",27,Mercenary,Chateau,2999-04-15,3028-12-07,3028-12-07,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),Shameless (-),None (-),9,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Javier,García,,Javier,García,,,Anchor Shot,3004-08-10,Active,Male,Regular,Soldier,Foot Platoon (Laser Marine) #2,Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",19,Draconis Combine,Alleghe,3004-08-10,3028-12-07,3031-02-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,Assertive (+),None (-),None (-),None (-),13,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Akihisa,Suárez,,Akihisa,Suárez,,,Shutter,3000-04-17,Active,Male,Regular,Soldier,Foot Platoon (Laser Marine) #2,Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,5,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,123 C-Bill",16,Draconis Combine,Rodigo,3000-04-17,3028-12-07,3031-02-26,,,,No,No,No,N/A,Yes,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,Hostile (-),None (-),None (-),Inspiring (+),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Alejandro,Cuevas,,Alejandro,Cuevas,,,Holovid,3000-01-10,Active,Male,Veteran,Soldier,Foot Platoon (Laser Marine) #2,Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"2,811 C-Bill",36,Draconis Combine,Kirchbach,3000-01-10,3028-12-07,3028-12-07,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,-1,1,0,0,9,Early Childhood,Inflexible (-),Opportunistic (+),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Walt,Setia,,Walt,Setia,,,Weevil,3006-03-16,Active,Male,Ultra-Green,Soldier,Foot Platoon (Laser Marine) #2,Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,478 C-Bill,25,Mercenary,Csesztreg,3006-03-16,3028-12-07,3028-12-07,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,Aggressive (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Colton,bin Ala',,Colton,bin Ala',,,Fizz,3006-10-09,Killed in Action,Male,Regular,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,0,622 C-Bill,27,Mercenary,New Caledonia,3006-10-09,3028-12-07,3028-12-07,,,3031-02-14,No,No,No,Yes,N/A,N/A,N/A,0,0,0,0,0,6,1,0,0,9,Early Childhood,None (-),Controlling (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Robin,Torsvik,,Robin,Torsvik,,,Wyvern,3005-11-18,Active,Female,Green,Soldier,Foot Platoon (Laser Marine) #3,Delta Security Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,0,0,478 C-Bill,27,Draconis Combine,Liezen,3005-11-18,3028-12-07,3028-12-07,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),9,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
